id,choice_text,question_id,set_id,question_type
1048,Phonons,4,6,P
1049,Volume,4,6,P
1050,Gases,4,6,P
1051,Liquids,4,6,P
1052,Solids,4,6,P
1053,Mass,4,6,P
1054,Electric Charge,4,6,P
1055,Avogadro Constant,4,6,P
1056,Molar Mass,4,6,P
1057,Kilogram,4,6,P
1058,Mass Density,4,6,P
1059,Harmonic Oscillator,5,6,P
1060,Simple Harmonic Motion,5,6,P
1061,Keplers Laws Of Planetary Motion,5,6,P
1062,Pendulum,5,6,P
1063,Harmonograph,5,6,P
1064,Interference,6,6,P
1065,Coherence,6,6,P
1066,Decoherence,6,6,P
1067,Uncertainty Principle,6,6,P
1068,Ground State,6,6,P
1069,Wave Propagation,6,6,P
1070,Heisenberg,6,6,P
1071,Phase-space,6,6,P
1072,Schrodinger,6,6,P
1073,Dirac,6,6,P
1074,Hellmann-feynman,6,6,P
1075,Klein-gordon,6,6,P
1076,Density Matrix,6,6,P
1077,Quantum Field Theory,6,6,P
1078,Electrostatics,7,6,P
1079,Conductor,7,6,P
1080,Coulomb's Law,7,6,P
1081,Electric Charge,7,6,P
1082,Electric Dipole Moment,7,6,P
1083,Electric Field,7,6,P
1084,Electric Flux,7,6,P
1085,Potential Energy,7,6,P
1086,Electrostatic Discharge,7,6,P
1087,Gauss's Law,7,6,P
1088,Induction,7,6,P
1089,Insulator,7,6,P
1090,Electric Current,7,6,P
1091,Electric Potential,7,6,P
1092,Electrostatics,8,6,P
1093,Electromagnetic Induction,8,6,P
1094,Faraday's Law,8,6,P
1095,Lenz's Law,8,6,P
1096,Displacement Current,8,6,P
1097,Magnetic Vector Potential,8,6,P
1098,Electromagnetic Field,8,6,P
1099,Electromagnetic Radiation,8,6,P
1100,Maxwell Tensor,8,6,P
1101, Liénard-wiechert Potentials,8,6,P
1102,Eddy Current,8,6,P
1103,Interference,9,6,P
1104,Coherence,9,6,P
1105,Decoherence,9,6,P
1106,Uncertainty Principle,9,6,P
1107,Superposition,9,6,P
1108,Wave Propagation,9,6,P
1109,Wave Function,9,6,P
1110,Matter Wave,9,6,P
1111,Zeeman Effect,9,6,P
1112,Stark Effect,9,6,P
1113,Aharonov-bohm Effect,9,6,P
1114,Landau Quantization,9,6,P
1115,Schrodinger's Cat,9,6,P
1116,Electric Charge,10,6,P
1117,Electrical Conductors,10,6,P
1118,Electrons,10,6,P
1119,Ions,10,6,P
1120,Electric Field,10,6,P
1121,Electric Current,10,6,P
1122,Cathode,10,6,P
1123,Thermionic Emission,10,6,P
1124,Valence Band,10,6,P
1125,Current,10,6,P
1126,N-type Semiconductors,10,6,P
1127,P-type Semiconductors,10,6,P
1128,Intrinsic Semiconductor,10,6,P
1129,Capacitance,11,6,P
1130,Electrical Energy,11,6,P
1131,Electric Field,11,6,P
1132,Circuit,11,6,P
1133,Dielectric,11,6,P
1134,Electrolyte,11,6,P
1135,Resistor,11,6,P
1136,Electric Potential,11,6,P
1137,Voltage,11,6,P
1138,Charge,11,6,P
1139,Alternating Current,11,6,P
1140,Energy Density,11,6,P
1141,Quantum Thermodynamics,12,6,P
1142,Equilibrium,12,6,P
1143,Isobaric,12,6,P
1144,Isochoric,12,6,P
1145,Isothermal,12,6,P
1146,Adiabatic,12,6,P
1147,Polytropic,12,6,P
1148,Thermal Efficiency,12,6,P
1149,Work,12,6,P
1150,Heat,12,6,P
1151,Temperature,12,6,P
1152,Entropy,12,6,P
1153,Volume,12,6,P
1154,Enthalpy,12,6,P
1155,Gibbs Free Energy,12,6,P
1156,Loschmidt's Paradox,12,6,P
1157,Mass,12,6,P
1158,Momentum,12,6,P
1159,Energy,12,6,P
1160,Electromagnetism,13,6,P
1161,Electric Dipole,13,6,P
1162,Electromagnetic,13,6,P
1163,Electric Charges,13,6,P
1164,Magnetic Dipole,13,6,P
1165,Electric Current,13,6,P
1166,Magnetic Field,13,6,P
1167,Capacitor,13,6,P
1168,Polarizability,13,6,P
1169,Charge,13,6,P
1170,Forces,13,6,P
1171,Torque,13,6,P
1172,Extreme Value Theory,14,6,P
1173,Extreme Value Theorem,14,6,P
1174,Set Theory,14,6,P
1175,Fermat's Theorem,14,6,P
1176,Extrema (calculus),14,6,P
1177,Vector (disambiguation),15,6,P
1178,Mathematics,15,6,P
1179,Length,15,6,P
1180,Distributivity,15,6,P
1181,Euclidean,15,6,P
1182,Velocity,15,6,P
1183,Acceleration,15,6,P
1184,Forces,15,6,P
1185,Displacement,15,6,P
1186,Mass Number,1,7,P
1187,Mass,1,7,P
1188,Moles,1,7,P
1189,Isotopes,1,7,P
1190,Monomer,1,7,P
1191,Mole Fractions,1,7,P
1192,Mole,1,7,P
1193,Avogadro Constant,1,7,P
1194,Boltzmann Constant,1,7,P
1195,Molality,1,7,P
1196,Mass,1,7,P
1197,Volume,1,7,P
1198,Density,1,7,P
1199,Mole Fraction,1,7,P
1200,Atomic Mass,1,7,P
1201,Isobaric,2,7,P
1202,Isochoric,2,7,P
1203,Isothermal,2,7,P
1204,Adiabatic,2,7,P
1205,Isentropic,2,7,P
1206,Work,2,7,P
1207,Functions Of State,2,7,P
1208,Temperature,2,7,P
1209,Entropy,2,7,P
1210,Pressure,2,7,P
1211,Compressibility,2,7,P
1212,Thermal Expansion,2,7,P
1213,Carnot's Theorem,2,7,P
1214,Clausius Theorem,2,7,P
1215,Free Entropy,2,7,P
1216,Internal Energy,2,7,P
1217,Enthalpy,2,7,P
1218,Helmholtz Free Energy,2,7,P
1219,Gibbs Free Energy,2,7,P
1220,Incident Light (film),3,7,P
1221,Optics,3,7,P
1222,Light,3,7,P
1223,Wavefronts,3,7,P
1224,Wavelength,3,7,P
1225,Diffraction,3,7,P
1226,Wave Theory,3,7,P
1227,Interference,3,7,P
1228,Phase,3,7,P
1229,Angle Of Incidence,3,7,P
1230,Angle Of Reflection,3,7,P
1231,Angle Of Refraction,3,7,P
1232,Acceleration,4,7,P
1233,Angular Momentum,4,7,P
1234,Energy,4,7,P
1235,Force,4,7,P
1236,Frame Of Reference,4,7,P
1237,Inertial Frame Of Reference,4,7,P
1238,Moment Of Inertia,4,7,P
1239,Mass,4,7,P
1240,Speed,4,7,P
1241,Time,4,7,P
1242,Torque,4,7,P
1243,Velocity,4,7,P
1244,Electrostatics,5,7,P
1245,Electric Dipole Moment,5,7,P
1246,Induction,5,7,P
1247,Insulator,5,7,P
1248,Electromagnetic Induction,5,7,P
1249,Faraday's Law,5,7,P
1250,Lenz's Law,5,7,P
1251,Displacement Current,5,7,P
1252,Magnetic Vector Potential,5,7,P
1253,Maxwell's Equations,5,7,P
1254,Electromagnetic Field,5,7,P
1255,Electromagnetic Pulse,5,7,P
1256,Electromagnetic Radiation,5,7,P
1257,Electric Current,5,7,P
1258,Electric Potential,5,7,P
1259,Electromotive Force,5,7,P
1260,Impedance,5,7,P
1261,Inductance,5,7,P
1262,Acceleration,6,7,P
1263,Angular Momentum,6,7,P
1264,Couple,6,7,P
1265,D'alembert's Principle,6,7,P
1266,Energy,6,7,P
1267,Mass,6,7,P
1268,Moment,6,7,P
1269,Momentum,6,7,P
1270,Angular Acceleration,6,7,P
1271,Displacement,6,7,P
1272,Frequency,6,7,P
1273,Velocity,6,7,P
1274,Voltage,7,7,P
1275,Current,7,7,P
1276,Resistor,7,7,P
1277,Ohm's Law,7,7,P
1278,Mass,7,7,P
1279,Weight,7,7,P
1280,Linear Function,7,7,P
1281,Additivity,7,7,P
1282,Homogeneity,7,7,P
1283,Superposition Principle,7,7,P
1284,Electric Potential Energy,8,7,P
1285,Kinetic Energy,8,7,P
1286,Electric Current,8,7,P
1287,Electric Potential,8,7,P
1288,Electrical Circuit,8,7,P
1289,Electric Power,8,7,P
1290,Electricity Meter,8,7,P
1291,Nuclear Fission,8,7,P
1292,Mass,8,7,P
1293,Power,8,7,P
1294,Quantum Thermodynamics,8,7,P
1295,Heat Transfer,8,7,P
1296,Heat Capacity,8,7,P
1297,Entropy,8,7,P
1298,Electrical Circuit,9,7,P
1299,Series And Parallel Circuits,9,7,P
1300,Lc Circuit,9,7,P
1301,Rc Circuit,9,7,P
1302,Rl Circuit,9,7,P
1303,Rlc Circuit,9,7,P
1304,Hamiltonian,10,7,P
1305,Interference,10,7,P
1306,Coherence,10,7,P
1307,Decoherence,10,7,P
1308,Energy Level,10,7,P
1309,Uncertainty Principle,10,7,P
1310,Wave Propagation,10,7,P
1311,Wave Function,10,7,P
1312,Wave Function Collapse,10,7,P
1313,Matter Wave,10,7,P
1314,Zeeman Effect,10,7,P
1315,Stark Effect,10,7,P
1316,Aharonov-bohm Effect,10,7,P
1317,Landau Quantization,10,7,P
1318,Amplitude (disambiguation),11,7,P
1319,Time,11,7,P
1320,Phase,11,7,P
1321,Wave Period,11,7,P
1322,Oscilloscope,11,7,P
1323,Ac Waveform,11,7,P
1324,Power,11,7,P
1325,Electromagnetic Wave,11,7,P
1326,Alternating Current,11,7,P
1327,Electric Power,11,7,P
1328,Waveform,11,7,P
1329,Sampling,11,7,P
1330,Refraction,12,7,P
1331,Diffraction Pattern,12,7,P
1332,Wave,12,7,P
1333,Huygens-fresnel Principle,12,7,P
1334,Wavelength,12,7,P
1335,Interference,12,7,P
1336,Reflection,12,7,P
1337,Diffraction Grating,12,7,P
1338,Wavefunction,12,7,P
1339,Double-slit Experiment,12,7,P
1340,Huygens-fresnel Principle,12,7,P
1341,Kirchhoff-fresnel Diffraction Equation,12,7,P
1342,Electrical Resistance,13,7,P
1343,Friction,13,7,P
1344,Hydraulic Conductivity,13,7,P
1345,Ohms Law,13,7,P
1346,Volatage,13,7,P
1347,Current,13,7,P
1348,Thermal Conductivity,13,7,P
1349,Mass Number,14,7,P
1350,Mass,14,7,P
1351,Molar Mass Constant,14,7,P
1352,Avogadro Constant,14,7,P
1353,Molar Mass,14,7,P
1354,Isotope,14,7,P
1355,Nuclear Fusion,14,7,P
1356,Boltzmann Constant,14,7,P
1357,Mass Concentration,14,7,P
1358,Molar Concentration,14,7,P
1359,Molality,14,7,P
1360,Mass,14,7,P
1361,Volume,14,7,P
1362,Density,14,7,P
1363,Newton's Laws Of Motion,15,7,P
1364,Analytical Mechanics,15,7,P
1365,Damping,15,7,P
1366,Displacement,15,7,P
1367,Friction,15,7,P
1368,Motion,15,7,P
1369,Relative Velocity,15,7,P
1370,Centripetal Force,15,7,P
1371,Centrifugal Force,15,7,P
1372,Temperature,1,1,C
1373,Heisenberg's_uncertainty_principle,1,1,C
1374,Kelvin,1,1,C
1375,Celsius,1,1,C
1376,Fahrenheit,1,1,C
1377,Vibration,1,1,C
1378,Transition_state,2,1,C
1379,Chemical_kinetics,2,1,C
1380,Gas_constant,2,1,C
1381,Temperature,2,1,C
1382,Catalyst,2,1,C
1383,Particle,3,1,C
1384,Cohesion_(chemistry),3,1,C
1385,Phase_(matter),3,1,C
1386,Atom,4,1,C
1387,Force,4,1,C
1388,Heat,4,1,C
1389,Evaporation,4,1,C
1390,Organic_compound,5,1,C
1391,Formaldehyde,5,1,C
1392,Organic_chemistry,5,1,C
1393,Solubility,5,1,C
1394,Formaldehyde,5,1,C
1395,Polymerization,5,1,C
1396,Periodic_table,6,1,C
1397,Alkali_metal,6,1,C
1398,Energy,6,1,C
1399,Electron,6,1,C
1400,Ion,6,1,C
1401,Charge,6,1,C
1402,Organic_chemistry,7,1,C
1403,Saturation_(chemistry),7,1,C
1404,Aromaticity,7,1,C
1405,Alkane,7,1,C
1406,Acid,7,1,C
1407,Molecule,8,1,C
1408,Solvent,8,1,C
1409,Hydrocarbon,8,1,C
1410,Alkene,8,1,C
1411,Redox,8,1,C
1412,Double_bond,8,1,C
1413,Pericyclic_reaction,8,1,C
1414,Cyclic_compound,8,1,C
1415,Chromatography,9,1,C
1416,Mass_spectrometry,9,1,C
1417,Chromatography,9,1,C
1418,Ion,9,1,C
1419,Electric_charge,9,1,C
1420,Electrolyte,9,1,C
1421,Plasma_(physics),9,1,C
1422,Periodic_table,9,1,C
1423,Electrodes,9,1,C
1424,Anion,9,1,C
1425,Transition_metal,9,1,C
1426,Anode,9,1,C
1427,Electrode,9,1,C
1428,Electron,9,1,C
1429,Electrical_conductor,9,1,C
1430,Anode,9,1,C
1431,Battery,9,1,C
1432,Cathode_ray_tube,9,1,C
1433,Electrolytic_cell,9,1,C
1434,Aqueous_solution,9,1,C
1435,Solution,9,1,C
1436,Solvent,9,1,C
1437,Water,9,1,C
1438,Chemical_equation,9,1,C
1439,Chemical_formula,9,1,C
1440,Solvation,9,1,C
1441,Water,9,1,C
1442,Solvent,9,1,C
1443,Chemistry,9,1,C
1444,Hydrocarbon,10,1,C
1445,Chemical_compound,10,1,C
1446,Chemical_bond,10,1,C
1447,Electromagnetic_field,10,1,C
1448,Polyester,10,1,C
1449,Bohr_model,11,1,C
1450,Periodic_table_period,11,1,C
1451,Relative_atomic_mass,11,1,C
1452,Atom,11,1,C
1453,Ratio,11,1,C
1454,Chemical_element,11,1,C
1455,Dimensionless_quantity,11,1,C
1456,Proton,11,1,C
1457,Neutron,11,1,C
1458,Isotope,11,1,C
1459,Thallium,11,1,C
1460,Mole_(unit),12,1,C
1461,Amedeo_avogadro,12,1,C
1462,Carbon,12,1,C
1463,Isotope,12,1,C
1464,Air_pressure,13,1,C
1465,Hectopascals,13,1,C
1466,Altitude,13,1,C
1467,Hot_air_balloon,13,1,C
1468,Weather,13,1,C
1469,Chemical_reaction,14,1,C
1470,Cell_biology,14,1,C
1471,Physiology,14,1,C
1472,Enzyme,14,1,C
1473,Nucleic_acid,14,1,C
1474,Carbohydrate,14,1,C
1475,Protein,14,1,C
1476,Lipid,14,1,C
1477,Polymer,14,1,C
1478,Carbon,14,1,C
1479,Metabolism,14,1,C
1480,Carbohydrates,14,1,C
1481,Quantum_mechanics,15,1,C
1482,Emission_spectrum,15,1,C
1483,Angular_momentum,15,1,C
1484,Electron,15,1,C
1485,Planck's_constant,15,1,C
1486,Photons,15,1,C
1487,Ideal_gas,1,2,C
1488,Temperature,1,2,C
1489,Pressure,1,2,C
1490,Volume,1,2,C
1491,Mass,1,2,C
1492,Gas,1,2,C
1493,Constant_(mathematics),1,2,C
1494,Organic_chemistry,2,2,C
1495,Inorganic_chemistry,2,2,C
1496,Dna,2,2,C
1497,Crystallography,2,2,C
1498,Diffraction,2,2,C
1499,Electromagnetic_radiation,2,2,C
1500,Wavelength,2,2,C
1501,Gas,3,2,C
1502,Atom,3,2,C
1503,Molecule,3,2,C
1504,Botanist,3,2,C
1505,Stochastic_process,3,2,C
1506,Ion,4,2,C
1507,Electron_shell(valence_shells),4,2,C
1508,Octet_rule,4,2,C
1509,Electric_charge,4,2,C
1510,Electron_configuration,4,2,C
1511,Chemical_reactivity,4,2,C
1512,Chemical_reaction,5,2,C
1513,Biochemical,5,2,C
1514,Enzymes,5,2,C
1515,Inhibitor,5,2,C
1516,Venom_(poison),5,2,C
1517,Electrode,6,2,C
1518,Electrical_conductor,6,2,C
1519,Anode,6,2,C
1520,Battery,6,2,C
1521,Electrolytic_cell,7,2,C
1522,Ion,7,2,C
1523,Electric_charge,7,2,C
1524,Electric_charge,7,2,C
1525,Electrolyte,7,2,C
1526,Electricity,7,2,C
1527,Magnetic_field,7,2,C
1528,Ionizing_radiation,7,2,C
1529,Rule,8,2,C
1530,Nomenclature,8,2,C
1531,Chemical,8,2,C
1532,International_union_of_pure_and_applied_chemistry,8,2,C
1533,Organic_compound,8,2,C
1534,Glossary,8,2,C
1535,Biochemistry,8,2,C
1536,Analytical_chemistry,8,2,C
1537,Macromolecular_chemistry,8,2,C
1538,Temperature,9,2,C
1539,Energy,9,2,C
1540,Exothermic_reaction,9,2,C
1541,Endothermic_reaction,9,2,C
1542,Nuclear_reaction,9,2,C
1543,Atomic_nucleus,9,2,C
1544,Electrolysis,9,2,C
1545,Enantiomer,10,2,C
1546,Isomer,10,2,C
1547,Stereochemistry,10,2,C
1548,Inorganic_chemistry,10,2,C
1549,Organic_chemistry,10,2,C
1550,Physical_chemistry,10,2,C
1551,Biochemistry,10,2,C
1552,Symmetry,10,2,C
1553,Biochemistry,11,2,C
1554,Analytical_chemistry,11,2,C
1555,Amino_acids,11,2,C
1556,Adsorption,11,2,C
1557,Solvent,11,2,C
1558,Pressure,11,2,C
1559,Mixture,12,2,C
1560,Phase,12,2,C
1561,States_of_matter,12,2,C
1562,Oxidant,13,2,C
1563,Heat,13,2,C
1564,Light,13,2,C
1565,Flame,13,2,C
1566,Solvation,14,2,C
1567,Solution,14,2,C
1568,Solvent,14,2,C
1569,Solution,14,2,C
1570,Water_cycle,15,2,C
1571,Evaporation,15,2,C
1572,Pressure,15,2,C
1573,Molecules,15,2,C
1574,Exothermic,15,2,C
1575,Evaporation,15,2,C
1576,Distillation,15,2,C
1577,Delocalized_electron,1,3,C
1578,Lone_pair,1,3,C
1579,Radical_(chemistry),1,3,C
1580,Substituent,1,3,C
1581,Anion -anion,1,3,C
1582,Chromophore,1,3,C
1583,Polymer,1,3,C
1584,Aromaticity,1,3,C
1585,Oxidation,2,3,C
1586,Acid,2,3,C
1587,Erosion,2,3,C
1588,Stainless_steel,2,3,C
1589,Compacted_oxide_layer_glaze,2,3,C
1590,Electron_shell,3,3,C
1591,Quantum_mechanics,3,3,C
1592,Protons,3,3,C
1593,Photon,3,3,C
1594,Atom,3,3,C
1595,Molecules,3,3,C
1596,Picometer,3,3,C
1597,Phase_(matter),4,3,C
1598,Gas,4,3,C
1599,Density,4,3,C
1600,Phase_change,5,3,C
1601,Crystallization,5,3,C
1602,Pressure,5,3,C
1603,Crystallography,5,3,C
1604,Quartz,5,3,C
1605,Diffraction,6,3,C
1606,Dna,6,3,C
1607,Electron_crystallography,6,3,C
1608,Electron_microscope,6,3,C
1609,Rna,6,3,C
1610,Double_helix,6,3,C
1611,Protein,6,3,C
1612,Electron_crystallography,6,3,C
1613,Macromolecule,6,3,C
1614,Matter,7,3,C
1615,Volume,7,3,C
1616,Mass,7,3,C
1617,Weight,7,3,C
1618,Pressure,7,3,C
1619,Electricity,8,3,C
1620,Charge,8,3,C
1621,Electric_charge,8,3,C
1622,Magnitude_(mathematics),8,3,C
1623,Magnetism,8,3,C
1624,Electric_current,8,3,C
1625,Frequency,9,3,C
1626,Velocity,9,3,C
1627,Light,9,3,C
1628,Prism,9,3,C
1629,Molecule,10,3,C
1630,Solvent,10,3,C
1631,Ion,10,3,C
1632,Solute,10,3,C
1633,Tension_(physics),11,3,C
1634,Wire,11,3,C
1635,Malleability,11,3,C
1636,Compression_(physical),11,3,C
1637,Aluminium,11,3,C
1638,Steel,11,3,C
1639,Electrical_current,12,3,C
1640,Ion,12,3,C
1641,Solvent,12,3,C
1642,Electrolytic_cell,12,3,C
1643,Ions,12,3,C
1644,Electrode,12,3,C
1645,Wave_(physics),13,3,C
1646,Electric_field,13,3,C
1647,Magnetic_field,13,3,C
1648,Energy,13,3,C
1649,Speed_of_light,13,3,C
1650,Quantum_mechanics,13,3,C
1651,Pressure,13,3,C
1652,Electromagnetic_radiation,14,3,C
1653,Wavelength,14,3,C
1654,Planck_length,14,3,C
1655,Ionization_energy,14,3,C
1656,Electrical_current,14,3,C
1657,Spectroscopy,14,3,C
1658,Electric_charge,15,3,C
1659,Electromagnetic_induction,15,3,C
1660,Radioactive_decay,15,3,C
1661,Gamma_ray,15,3,C
1662,Electrical_conductor,1,4,C
1663,Force,1,4,C
1664,Electric_potential,1,4,C
1665,Direct_current,1,4,C
1666,Alternating_current,1,4,C
1667,Voltmeter,1,4,C
1668,Oscilloscope,1,4,C
1669,Electric_field,1,4,C
1670,Electron,2,4,C
1671,Atom,2,4,C
1672,Atomic_orbital,2,4,C
1673,Periodic_table,2,4,C
1674,Atom,3,4,C
1675,Atomic_orbitals,3,4,C
1676,Angular_momentum,3,4,C
1677,Electron_configuration,3,4,C
1678,Bohr_model,3,4,C
1679,Transition_metal,3,4,C
1680,Spectral_line,3,4,C
1681,Electron,4,4,C
1682,Lewis_acid,4,4,C
1683,Electronegativity,4,4,C
1684,Carbonyl,4,4,C
1685,Oxidizing_agent,4,4,C
1686,Nucleophile,4,4,C
1687,Addition_reaction,4,4,C
1688,Isomer,5,4,C
1689,Chirality,5,4,C
1690,Diastereoisomer,5,4,C
1691,Boiling_point,5,4,C
1692,Nmr_spectroscopy,5,4,C
1693,Thalidomide,5,4,C
1694,Heat,6,4,C
1695,Work_(physics),6,4,C
1696,Pressure,6,4,C
1697,Energy,6,4,C
1698,Gasoline,6,4,C
1699,Exothermic,6,4,C
1700,Endothermic,6,4,C
1701,Energy,7,4,C
1702,Temperature,7,4,C
1703,Energy,8,4,C
1704,Work_(physics),8,4,C
1705,Randomness,8,4,C
1706,Heat,8,4,C
1707,Energy,8,4,C
1708,Information_theory,8,4,C
1709,Chemistry,8,4,C
1710,Second_law_of_thermodynamics,8,4,C
1711,Protein,9,4,C
1712,Molecules,9,4,C
1713,Cells,9,4,C
1714,Catalyst,9,4,C
1715,Rna,9,4,C
1716,Ribozyme,9,4,C
1717,Pepsin,9,4,C
1718,Protease,9,4,C
1719,Hermann_emil_fischer,9,4,C
1720,Molecule,9,4,C
1721,Glucose,9,4,C
1722,Chemical_reaction,10,4,C
1723,Equilibrium_constant,10,4,C
1724,Ammonia,10,4,C
1725,Haber_process,10,4,C
1726,Thermodynamics,10,4,C
1727,Electricity,11,4,C
1728,Frequency,11,4,C
1729,Optical_filter,11,4,C
1730,Light,11,4,C
1731,Photographic_filter,11,4,C
1732,Frequency,11,4,C
1733,Concentration,12,4,C
1734,Reaction_mechanism,12,4,C
1735,Transition_state,12,4,C
1736,Temperature,12,4,C
1737,Pressure,12,4,C
1738,Differential_equation,12,4,C
1739,Integral,12,4,C
1740,Boiling_point,13,4,C
1741,Evaporation,13,4,C
1742,Condensation,13,4,C
1743,Distillation,13,4,C
1744,Kelvin,13,4,C
1745,Distillation -simple_distillation,13,4,C
1746,Fractionating_column,13,4,C
1747,Radical_(chemistry),13,4,C
1748,Antioxidant,13,4,C
1749,Wave_(physics),14,4,C
1750,Wavelength,14,4,C
1751,Speed_of_light,14,4,C
1752,Electromagnetic_waves,14,4,C
1753,Vacuum,14,4,C
1754,Infrared_radiation,14,4,C
1755,Organometallic_chemistry,15,4,C
1756,Chemical_reaction,15,4,C
1757,Magnesium,15,4,C
1758,Halide,15,4,C
1759,Electrophile,15,4,C
1760,Polar_bond,15,4,C
1761,Carbonyl,15,4,C
1762,Diethyl_ether,15,4,C
1763,Exothermic,15,4,C
1764,Bromide,15,4,C
1765,Elimination_reaction,15,4,C
1766,Hydrolysis,15,4,C
1767,Organic_compound,15,4,C
1768,Chemical_element,1,5,C
1769,Periodic_table,1,5,C
1770,Fluorine,1,5,C
1771,Chlorine,1,5,C
1772,Bromine,1,5,C
1773,Iodine,1,5,C
1774,Astatine,1,5,C
1775,Tennessine,1,5,C
1776,Reactivity_(chemistry),1,5,C
1777,Chemical_compound,1,5,C
1778,Electron,1,5,C
1779,Astatine,1,5,C
1780,Atom,2,5,C
1781,Antiparticle,2,5,C
1782,Quarks,2,5,C
1783,Electrical_charge,2,5,C
1784,Integer,2,5,C
1785,Strong_force,2,5,C
1786,Standard_model,2,5,C
1787,Strong_interaction,2,5,C
1788,Nucleus_(physics),2,5,C
1789,Kinetic_energy,3,5,C
1790,Thermodynamics,3,5,C
1791,Energy,3,5,C
1792,Work_(physics),3,5,C
1793,Thermal_energy,3,5,C
1794,Energy,3,5,C
1795,Temperature,3,5,C
1796,Thermodynamics,3,5,C
1797,Internal_energy,3,5,C
1798,Thermodynamic_system,3,5,C
1799,Chemical_bond,4,5,C
1800,Electronegative,4,5,C
1801,Hydrogen,4,5,C
1802,Van_der_waals_force,4,5,C
1803,Covalent_bond,4,5,C
1804,Ionic_bond,4,5,C
1805,Metallic_bond,4,5,C
1806,Water,4,5,C
1807,Hydrogen,5,5,C
1808,Organic_chemistry,5,5,C
1809,Alkene,5,5,C
1810,Alkane,5,5,C
1811,Catalyst,5,5,C
1812,Trans_fat,5,5,C
1813,Pressure,5,5,C
1814,Chemical_compound,6,5,C
1815,Organic_compound,6,5,C
1816,Carbon,6,5,C
1817,Ion,6,5,C
1818,Phosphate,6,5,C
1819,Biochemistry,6,5,C
1820,Organic_chemistry,6,5,C
1821,Chemistry,7,5,C
1822,Chemical_element,7,5,C
1823,Inorganic_compound,7,5,C
1824,Organic_chemistry,7,5,C
1825,Carbon,7,5,C
1826,Physics,8,5,C
1827,Chemistry,8,5,C
1828,Biology,8,5,C
1829,Molecule,8,5,C
1830,Macromolecule,8,5,C
1831,Chemical_bond,8,5,C
1832,Hydrogen,8,5,C
1833,Atom,8,5,C
1834,Electric_charge,9,5,C
1835,Atom,9,5,C
1836,Molecule,9,5,C
1837,Electric_charge,9,5,C
1838,Electrolyte,9,5,C
1839,Plasma_(physics),9,5,C
1840,Magnetic_field,9,5,C
1841,Transition_metal,9,5,C
1842,Ionizing_radiation,9,5,C
1843,Cation,9,5,C
1844,Anion,9,5,C
1845,Anode,9,5,C
1846,Chemical_bond,10,5,C
1847,Metal,10,5,C
1848,Crystal_lattice,10,5,C
1849,Atom,10,5,C
1850,Ion,10,5,C
1851,Electron,10,5,C
1852,Cation,10,5,C
1853,Ion,11,5,C
1854,Electric_charge,11,5,C
1855,Ionization_energy,11,5,C
1856,Ionizing_radiation,11,5,C
1857,Chemical_compound,12,5,C
1858,Molecular_formula,12,5,C
1859,Atoms,12,5,C
1860,Enantiomer,12,5,C
1861,Atom,13,5,C
1862,Chemical_element,13,5,C
1863,Proton,13,5,C
1864,Neutron,13,5,C
1865,Mass,13,5,C
1866,Matter,13,5,C
1867,Chemical_element,13,5,C
1868,Atomic_number,13,5,C
1869,Chemical_element,14,5,C
1870,Atomic_number,14,5,C
1871,Lanthanum,14,5,C
1872,Lutetium,14,5,C
1873,Metal,14,5,C
1874,Alkali_metal,14,5,C
1875,Oxide,14,5,C
1876,Magnet,14,5,C
1877,Superconductor,14,5,C
1878,Catalysis,14,5,C
1879,Laser,14,5,C
1880,Energy,15,5,C
1881,Friction,15,5,C
1882,Kinetic_energy,15,5,C
1883,Thermal_energy,15,5,C
1884,Thermodynamics,15,5,C
1885,First_law_of_thermodynamics,15,5,C
1886,Biochemical,1,6,C
1887,Biological,1,6,C
1888,Protein,1,6,C
1889,Intermolecular_force,1,6,C
1890,Ionic_bond,1,6,C
1891,Hydrogen_bond,1,6,C
1892,Substrate_(biochemistry),1,6,C
1893,Inhibitor,1,6,C
1894,Electromagnetic_radiation,2,6,C
1895,Wavelength,2,6,C
1896,Human,2,6,C
1897,Eye,2,6,C
1898,Electromagnetic_spectrum,2,6,C
1899,Radiation,2,6,C
1900,Sun,2,6,C
1901,Optics,2,6,C
1902,Wave,2,6,C
1903,Particle_physics,2,6,C
1904,Photons,2,6,C
1905,Wavelength,2,6,C
1906,Brain,2,6,C
1907,Molecule,2,6,C
1908,Tension_(physics),3,6,C
1909,Wire,3,6,C
1910,Malleability,3,6,C
1911,Compression_(physical),3,6,C
1912,Steel,3,6,C
1913,Mass,4,6,C
1914,Rest_mass,4,6,C
1915,Kinetic_energy,4,6,C
1916,Thermal_energy,4,6,C
1917,Atoms,4,6,C
1918,Vibration,4,6,C
1919,Atom,4,6,C
1920,Elementary_particle,4,6,C
1921,States_of_matter,4,6,C
1922,Temperature,4,6,C
1923,Pressure,4,6,C
1924,Steam,4,6,C
1925,Chemical_element,5,6,C
1926,Metal,5,6,C
1927,Elements,5,6,C
1928,Silicon,5,6,C
1929,Semiconductor,5,6,C
1930,Periodic_Table,5,6,C
1931,Boron,5,6,C
1932,Polonium,5,6,C
1933,Astatine,5,6,C
1934,Antimony,5,6,C
1935,Arsenic,5,6,C
1936,Tellurium,5,6,C
1937,Germanium,5,6,C
